Ticker,Buy Date,Sell Date,Buy Price,Sell Price,Profit,Profit Percent,Gain Factor,Trade Status,Buy Price Commission,Sell Price Commission,Profit Commission,Profit Percent Commission,Gain Factor Commission
BBOB,2023-04-05,2023-05-03 00:00:00,1.76,2.34,0.5799999999999998,32.954545454545446,1.3295454545454544,Closed,1.761056,2.338596,0.5775399999999999,32.7950956698708,1.327950956698708
TASC,2023-04-05,2023-05-28 00:00:00,7.86,8.1,0.23999999999999932,3.053435114503808,1.030534351145038,Closed,7.8647160000000005,8.095139999999999,0.2304239999999984,2.9298451463472857,1.0292984514634729
IBSD,2023-04-09,2023-05-21 00:00:00,2.78,3.06,0.28000000000000025,10.071942446043176,1.1007194244604317,Closed,2.781668,3.058164,0.2764960000000003,9.93993531938392,1.0993993531938393
BMNS,2023-04-16,2023-05-16 00:00:00,0.54,0.58,0.039999999999999925,7.407407407407393,1.074074074074074,Closed,0.540324,0.579652,0.03932799999999992,7.278595805479659,1.0727859580547967
BNOI,2023-04-27,2023-05-10 00:00:00,1.32,1.3,-0.020000000000000018,-1.5151515151515165,0.9848484848484849,Closed,1.320792,1.29922,-0.021571999999999925,-1.6332624667623614,0.9836673753323764
BMNS,2023-05-22,2023-05-28 00:00:00,0.59,0.58,-0.010000000000000009,-1.6949152542372898,0.983050847457627,Closed,0.5903539999999999,0.579652,-0.01070199999999999,-1.812810618713516,0.9818718938128649
BBOB,2023-05-31,2023-06-06 00:00:00,2.1,2.2,0.10000000000000009,4.761904761904765,1.0476190476190477,Closed,2.10126,2.19868,0.09742000000000006,4.636265859531903,1.046362658595319
IBSD,2023-06-04,2023-07-25 00:00:00,2.95,3.24,0.29000000000000004,9.830508474576272,1.0983050847457627,Closed,2.9517700000000002,3.2380560000000003,0.28628600000000004,9.698790894954554,1.0969879089495456
BNOI,2023-06-14,2023-06-15 00:00:00,1.17,1.16,-0.010000000000000009,-0.8547008547008554,0.9914529914529915,Closed,1.170702,1.159304,-0.01139800000000002,-0.973603871864917,0.9902639612813509
BNOI,2023-06-18,2023-06-19 00:00:00,1.17,1.16,-0.010000000000000009,-0.8547008547008554,0.9914529914529915,Closed,1.170702,1.159304,-0.01139800000000002,-0.973603871864917,0.9902639612813509
BMNS,2023-06-19,2023-09-21 00:00:00,0.61,0.94,0.32999999999999996,54.0983606557377,1.540983606557377,Closed,0.610366,0.9394359999999999,0.32907,53.91355350723992,1.5391355350723992
BNOI,2023-06-20,2023-06-21 00:00:00,1.17,1.16,-0.010000000000000009,-0.8547008547008554,0.9914529914529915,Closed,1.170702,1.159304,-0.01139800000000002,-0.973603871864917,0.9902639612813509
BNOI,2023-06-22,2023-09-12 00:00:00,1.24,1.9,0.6599999999999999,53.2258064516129,1.532258064516129,Closed,1.240744,1.89886,0.6581159999999999,53.04204574029775,1.5304204574029774
BBOB,2023-07-12,2023-08-01 00:00:00,2.26,2.24,-0.019999999999999574,-0.8849557522123707,0.9911504424778763,Closed,2.2613559999999997,2.238656,-0.0226999999999995,-1.003822485269878,0.9899617751473012
TASC,2023-07-20,2023-07-23 00:00:00,7.39,7.38,-0.009999999999999787,-0.1353179972936372,0.9986468200270636,Closed,7.3944339999999995,7.375572,-0.01886199999999949,-0.2550837562415121,0.9974491624375849
TASC,2023-07-24,2023-08-01 00:00:00,7.38,7.46,0.08000000000000007,1.084010840108402,1.010840108401084,Closed,7.384428,7.455524,0.07109599999999983,0.9627827639459661,1.0096278276394597
IBSD,2023-07-26,2023-07-31 00:00:00,3.25,3.32,0.06999999999999984,2.153846153846149,1.0215384615384615,Closed,3.25195,3.318008,0.06605799999999995,2.031335045126769,1.0203133504512676
BBOB,2023-08-03,2023-10-23 00:00:00,2.35,3.28,0.9299999999999997,39.57446808510637,1.3957446808510636,Closed,2.35141,3.2780319999999996,0.9266219999999996,39.40707915676124,1.3940707915676125
TASC,2023-08-07,2023-09-21 00:00:00,7.73,8.95,1.2199999999999989,15.782664941785237,1.1578266494178524,Closed,7.734638,8.94463,1.2099919999999997,15.643809057385747,1.1564380905738574
IBSD,2023-08-27,2023-08-29 00:00:00,3.22,3.16,-0.06000000000000005,-1.8633540372670823,0.9813664596273292,Closed,3.2219320000000002,3.1581040000000002,-0.063828,-1.981047396406876,0.9801895260359312
IBSD,2023-09-10,2023-10-11 00:00:00,3.22,3.56,0.33999999999999986,10.559006211180119,1.105590062111801,Closed,3.2219320000000002,3.557864,0.3359319999999997,10.426414958478318,1.1042641495847831
BNOI,2023-09-18,2023-10-15 00:00:00,2.0,2.38,0.3799999999999999,18.999999999999993,1.19,Closed,2.0012,2.3785719999999997,0.3773719999999998,18.85728562862282,1.188572856286228
BMNS,2023-09-24,2023-11-21 00:00:00,0.94,1.01,0.07000000000000006,7.446808510638305,1.074468085106383,Closed,0.940564,1.009394,0.06882999999999995,7.317949655738467,1.0731794965573846
IBSD,2023-10-17,2023-10-22 00:00:00,3.62,3.59,-0.03000000000000025,-0.8287292817679627,0.9917127071823204,Closed,3.622172,3.587846,-0.03432600000000008,-0.9476634461312184,0.9905233655386878
BNOI,2023-10-31,2023-11-08 00:00:00,2.46,2.52,0.06000000000000005,2.4390243902439046,1.024390243902439,Closed,2.4614759999999998,2.518488,0.057012000000000285,2.31617127284606,1.0231617127284607
BBOB,2023-10-31,2023-11-08 00:00:00,3.26,3.16,-0.09999999999999964,-3.0674846625766765,0.9693251533742332,Closed,3.2619559999999996,3.1581040000000002,-0.10385199999999939,-3.1837339314202704,0.9681626606857973
BNOI,2023-11-09,2023-11-15 00:00:00,2.82,2.8,-0.020000000000000018,-0.7092198581560291,0.9929078014184397,Closed,2.8216919999999996,2.79832,-0.023371999999999726,-0.8282973478324258,0.9917170265216757
BBOB,2023-11-13,2023-12-04 00:00:00,3.19,3.29,0.10000000000000009,3.134796238244517,1.031347962382445,Closed,3.191914,3.288026,0.09611199999999975,3.011108695284389,1.0301110869528438
IBSD,2023-11-15,2023-12-04 00:00:00,3.5,3.45,-0.04999999999999982,-1.4285714285714235,0.9857142857142858,Closed,3.5021,3.4479300000000004,-0.05416999999999961,-1.546786213985883,0.9845321378601412
TASC,2023-11-22,2023-11-23 00:00:00,8.85,8.82,-0.02999999999999936,-0.3389830508474504,0.9966101694915255,Closed,8.85531,8.814708,-0.040601999999999805,-0.4585045582819778,0.9954149544171802
BMNS,2023-11-22,2023-11-26 00:00:00,1.02,1.01,-0.010000000000000009,-0.980392156862746,0.9901960784313726,Closed,1.020612,1.009394,-0.011218000000000172,-1.0991444349076995,0.989008555650923
TASC,2023-12-04,2023-12-21 00:00:00,9.0,8.88,-0.11999999999999922,-1.3333333333333246,0.9866666666666668,Closed,9.0054,8.874672,-0.1307279999999995,-1.4516623359317689,0.9854833766406823
BBOB,2023-12-05,2023-12-27 00:00:00,3.16,3.5,0.33999999999999986,10.759493670886071,1.1075949367088607,Closed,3.161896,3.4979,0.33600399999999997,10.626661977497045,1.1062666197749704
BNOI,2023-12-12,2023-12-14 00:00:00,2.57,2.49,-0.07999999999999963,-3.112840466926056,0.9688715953307394,Closed,2.571542,2.488506,-0.08303599999999989,-3.2290353414410453,0.9677096465855896
BNOI,2023-12-17,2023-12-20 00:00:00,2.5,2.49,-0.009999999999999787,-0.39999999999999153,0.9960000000000001,Closed,2.5015,2.488506,-0.01299399999999995,-0.5194483310013972,0.9948055166899861
TASC,2023-12-22,2023-12-24 00:00:00,8.88,8.64,-0.2400000000000002,-2.702702702702705,0.9729729729729729,Closed,8.885328000000001,8.634816,-0.2505120000000005,-2.8193894474126386,0.9718061055258737
BNOI,2024-01-03,2024-01-04 00:00:00,2.44,2.43,-0.009999999999999787,-0.40983606557376173,0.9959016393442623,Closed,2.441464,2.428542,-0.012921999999999656,-0.5292726003741877,0.9947072739962581
BNOI,2024-01-10,2024-03-12 00:00:00,2.5,3.66,1.1600000000000001,46.400000000000006,1.464,Closed,2.5015,3.657804,1.156304,46.224425344793126,1.4622442534479312
TASC,2024-01-14,2024-02-29 00:00:00,9.35,9.78,0.4299999999999997,4.5989304812834195,1.0459893048128341,Closed,9.35561,9.774132,0.4185219999999994,4.47348703077618,1.044734870307762
IBSD,2024-01-18,2024-01-21 00:00:00,3.77,3.75,-0.020000000000000018,-0.5305039787798413,0.9946949602122016,Closed,3.772262,3.74775,-0.02451200000000009,-0.6497957989132274,0.9935020420108678
BMNS,2024-01-18,2024-01-28 00:00:00,1.41,1.68,0.27,19.148936170212767,1.1914893617021276,Closed,1.4108459999999998,1.678992,0.2681460000000002,19.006043182601097,1.1900604318260108
BBOB,2024-01-22,2024-02-13 00:00:00,3.14,3.33,0.18999999999999995,6.050955414012737,1.0605095541401273,Closed,3.141884,3.328002,0.186118,5.9237705784172805,1.0592377057841729
IBSD,2024-01-24,2024-02-20 00:00:00,3.9,4.1,0.19999999999999973,5.1282051282051215,1.0512820512820513,Closed,3.9023399999999997,4.0975399999999995,0.19519999999999982,5.002126928970818,1.0500212692897082
